project,unit,type,owner,parent,countries,status,start_year,capacity,production,capacity_production_unit,geom,lat,lng,route,url,status_legend
Shin Pyeongtaek power station,CC1,gas_power_plant,Shin Pyongtaek Power Co Ltd; Shin Pyongtaek Power Co Ltd,GS Energy Corp; Korea Electric Power Corp,South Korea,operating,2019,950,,MW,point,37.004,126.79,,https://www.gem.wiki/Shin_Pyeongtaek_power_station,operating
Shin Sendai thermal power station,3-1,gas_power_plant,Tohoku Electric Power Co Inc,Tohoku Electric Power Co Inc,Japan,operating,2015,523,,MW,point,38.276,141.04,,https://www.gem.wiki/Shin_Sendai_thermal_power_station,operating
Shin Sendai thermal power station,3-2,gas_power_plant,Tohoku Electric Power Co Inc,Tohoku Electric Power Co Inc,Japan,operating,2016,523,,MW,point,38.276,141.04,,https://www.gem.wiki/Shin_Sendai_thermal_power_station,operating
Shin-Minato power station,1,gas_power_plant,Zero Watt Power Co,Zero Watt Power Co,Japan,operating,2005,104.7,,MW,point,35.607,140.08,,https://www.gem.wiki/Shin-Minato_power_station,operating
Shin-Nagoya thermal power station,7-1,gas_power_plant,JERA Co Inc; JERA Co Inc,Chubu Electric Power Co Inc [50.0%]; Tokyo Electric Power Co [50.0%],Japan,operating,1998,243,,MW,point,35.066,136.88,,https://www.gem.wiki/Shin-Nagoya_thermal_power_station,operating
Shin-Nagoya thermal power station,7-2,gas_power_plant,JERA Co Inc; JERA Co Inc,Chubu Electric Power Co Inc [50.0%]; Tokyo Electric Power Co [50.0%],Japan,operating,1998,243,,MW,point,35.066,136.88,,https://www.gem.wiki/Shin-Nagoya_thermal_power_station,operating
Shin-Nagoya thermal power station,7-3,gas_power_plant,JERA Co Inc; JERA Co Inc,Chubu Electric Power Co Inc [50.0%]; Tokyo Electric Power Co [50.0%],Japan,operating,1998,243,,MW,point,35.066,136.88,,https://www.gem.wiki/Shin-Nagoya_thermal_power_station,operating
Shin-Nagoya thermal power station,7-4,gas_power_plant,JERA Co Inc; JERA Co Inc,Chubu Electric Power Co Inc [50.0%]; Tokyo Electric Power Co [50.0%],Japan,operating,1998,243,,MW,point,35.066,136.88,,https://www.gem.wiki/Shin-Nagoya_thermal_power_station,operating
Shin-Nagoya thermal power station,7-5,gas_power_plant,JERA Co Inc; JERA Co Inc,Chubu Electric Power Co Inc [50.0%]; Tokyo Electric Power Co [50.0%],Japan,operating,1998,243,,MW,point,35.066,136.88,,https://www.gem.wiki/Shin-Nagoya_thermal_power_station,operating
Shin-Nagoya thermal power station,7-6,gas_power_plant,JERA Co Inc; JERA Co Inc,Chubu Electric Power Co Inc [50.0%]; Tokyo Electric Power Co [50.0%],Japan,operating,1998,243,,MW,point,35.066,136.88,,https://www.gem.wiki/Shin-Nagoya_thermal_power_station,operating
Shin-Nagoya thermal power station,8-1,gas_power_plant,JERA Co Inc; JERA Co Inc,Chubu Electric Power Co Inc [50.0%]; Tokyo Electric Power Co [50.0%],Japan,operating,2008,400,,MW,point,35.066,136.88,,https://www.gem.wiki/Shin-Nagoya_thermal_power_station,operating
Shin-Nagoya thermal power station,8-2,gas_power_plant,JERA Co Inc; JERA Co Inc,Chubu Electric Power Co Inc [50.0%]; Tokyo Electric Power Co [50.0%],Japan,operating,2008,400,,MW,point,35.066,136.88,,https://www.gem.wiki/Shin-Nagoya_thermal_power_station,operating
Shin-Nagoya thermal power station,8-3,gas_power_plant,JERA Co Inc; JERA Co Inc,Chubu Electric Power Co Inc [50.0%]; Tokyo Electric Power Co [50.0%],Japan,operating,2008,400,,MW,point,35.066,136.88,,https://www.gem.wiki/Shin-Nagoya_thermal_power_station,operating
Shin-Nagoya thermal power station,8-4,gas_power_plant,JERA Co Inc; JERA Co Inc,Chubu Electric Power Co Inc [50.0%]; Tokyo Electric Power Co [50.0%],Japan,operating,2008,400,,MW,point,35.066,136.88,,https://www.gem.wiki/Shin-Nagoya_thermal_power_station,operating
Shinagawa thermal power station,1-1,gas_power_plant,JERA Co Inc; JERA Co Inc,Chubu Electric Power Co Inc [50.0%]; Tokyo Electric Power Co [50.0%],Japan,operating,2001,380,,MW,point,35.621,139.76,,https://www.gem.wiki/Shinagawa_thermal_power_station,operating
Shinagawa thermal power station,1-2,gas_power_plant,JERA Co Inc; JERA Co Inc,Chubu Electric Power Co Inc [50.0%]; Tokyo Electric Power Co [50.0%],Japan,operating,2002,380,,MW,point,35.621,139.76,,https://www.gem.wiki/Shinagawa_thermal_power_station,operating
Shinagawa thermal power station,1-3,gas_power_plant,JERA Co Inc; JERA Co Inc,Chubu Electric Power Co Inc [50.0%]; Tokyo Electric Power Co [50.0%],Japan,operating,2003,380,,MW,point,35.621,139.76,,https://www.gem.wiki/Shinagawa_thermal_power_station,operating
Shinincheon power station,1,gas_power_plant,Korea Southern Power Co Ltd,Korea Electric Power Corp,South Korea,operating,1997,450,,MW,point,37.508,126.62,,https://www.gem.wiki/Shinincheon_power_station,operating
Shinincheon power station,2,gas_power_plant,Korea Southern Power Co Ltd,Korea Electric Power Corp,South Korea,operating,1997,450,,MW,point,37.508,126.62,,https://www.gem.wiki/Shinincheon_power_station,operating
Shinincheon power station,3,gas_power_plant,Korea Southern Power Co Ltd,Korea Electric Power Corp,South Korea,operating,1997,450,,MW,point,37.508,126.62,,https://www.gem.wiki/Shinincheon_power_station,operating
Shinincheon power station,4,gas_power_plant,Korea Southern Power Co Ltd,Korea Electric Power Corp,South Korea,operating,1997,450,,MW,point,37.508,126.62,,https://www.gem.wiki/Shinincheon_power_station,operating
Shinsejong power station,1,gas_power_plant,Korea Southern Power Co Ltd,Korea Electric Power Corp,South Korea,construction,2024,630,,MW,point,36.527,127.3,,https://www.gem.wiki/Shinsejong_power_station,construction_plus
Shiraz power station,1,gas_power_plant,Fars Tejarat Power Generation Co,Fars Tejarat Power Generation Co,Iran,operating,1981,60.8,,MW,point,29.604,52.539,,https://www.gem.wiki/Shiraz_power_station,operating
Shiriuchi power station,1,gas_power_plant,Hokkaido Electric Power Co Inc,Hokkaido Electric Power Co Inc,Japan,operating,1983,350,,MW,point,41.582,140.42,,https://www.gem.wiki/Shiriuchi_power_station,operating
Shiriuchi power station,2,gas_power_plant,Hokkaido Electric Power Co Inc,Hokkaido Electric Power Co Inc,Japan,operating,1998,350,,MW,point,41.582,140.42,,https://www.gem.wiki/Shiriuchi_power_station,operating
Shirkooh power station,1,gas_power_plant,Yazd Power Generation Co,Water & Electric Industries Investment Co,Iran,operating,2013,484,,MW,point,31.96,54.075,,https://www.gem.wiki/Shirkooh_power_station,operating
Shirvan power station,1,gas_power_plant,Khorasan Regional Electric Co,Thermal Power Plants Holding Co,Iran,operating,2019,478,,MW,point,37.34,58.049,,https://www.gem.wiki/Shirvan_power_station,operating
Shirvan power station,2,gas_power_plant,Khorasan Regional Electric Co,Thermal Power Plants Holding Co,Iran,operating,2019,478,,MW,point,37.34,58.049,,https://www.gem.wiki/Shirvan_power_station,operating
Shirvan power station,3,gas_power_plant,Khorasan Regional Electric Co,Thermal Power Plants Holding Co,Iran,operating,2020,478,,MW,point,37.34,58.049,,https://www.gem.wiki/Shirvan_power_station,operating
Shobad power station,1,gas_power_plant,MahTaab Kahnouj Power Generation Co,MahTaab Kahnouj Power Generation Co,Iran,operating,2016,484,,MW,point,28.048,57.783,,https://www.gem.wiki/Shobad_power_station,operating
Shobad power station,GT-2,gas_power_plant,MahTaab Kahnouj Power Generation Co,MahTaab Kahnouj Power Generation Co,Iran,shelved,,400,,MW,point,28.048,57.783,,https://www.gem.wiki/Shobad_power_station,shelved
Shobad power station,ST-2,gas_power_plant,MahTaab Kahnouj Power Generation Co,MahTaab Kahnouj Power Generation Co,Iran,shelved,,200,,MW,point,28.048,57.783,,https://www.gem.wiki/Shobad_power_station,shelved
Shohadaye Marvdash Petrochemical power plant,1,gas_power_plant,Shiraz Petrochemical Co,Shiraz Petrochemical Co,Iran,operating,2015,81,,MW,point,29.883,52.745,,https://www.gem.wiki/Shohadaye_Marvdash_Petrochemical_power_plant,operating
"Shougang Jingtang United Iron & Steel Co., Ltd. power project",1,gas_power_plant,Shougang Jingtang United Iron & Steel Co Ltd,Beijing Shougang Co Ltd,China,pre-construction,,100,,MW,point,38.962,118.5,,"https://www.gem.wiki/Shougang_Jingtang_United_Iron_&_Steel_Co.,_Ltd._power_project",pre-construction
Shu-Lin power station,1,gas_power_plant,Formosa Plastics Corp,Formosa Plastics Corp,Taiwan,operating,2022,52,,MW,point,24.973,121.4,,https://www.gem.wiki/Shu-Lin_power_station,operating
Shunde Jun'an Gas Thermal power station,1,gas_power_plant,Guangzhou Sanxin Holding Group Co Ltd; Guangzhou Sanxin Holding Group Co Ltd,Guangzhou Sanxin Holding Group Co Ltd; Guangzhou Sanxin Holding Group Co Ltd,China,pre-construction,2025,460,,MW,point,22.703,113.11,,https://www.gem.wiki/Shunde_Jun'an_Gas_Thermal_power_station,pre-construction
Shunde Jun'an Gas Thermal power station,2,gas_power_plant,Guangzhou Sanxin Holding Group Co Ltd; Guangzhou Sanxin Holding Group Co Ltd,Guangzhou Sanxin Holding Group Co Ltd; Guangzhou Sanxin Holding Group Co Ltd,China,pre-construction,2025,460,,MW,point,22.703,113.11,,https://www.gem.wiki/Shunde_Jun'an_Gas_Thermal_power_station,pre-construction
Siam Pure Rice Combined Cycle power station,1,gas_power_plant,Siam Pure Rice Co Ltd,Asia Golden Rice Ltd,Thailand,operating,2016,120,,MW,point,14.849,100.44,,https://www.gem.wiki/Siam_Pure_Rice_Combined_Cycle_power_station,operating
Sichuan Deyang Economic Development Zone Distributed Gas power station,1,gas_power_plant,CLP (Deyang) Integrated Energy Co Ltd,China Power International Ltd,China,operating,2023,70,,MW,point,31.075,104.35,,https://www.gem.wiki/Sichuan_Deyang_Economic_Development_Zone_Distributed_Gas_power_station,operating
Sichuan Deyang Zhongjiang power station,1,gas_power_plant,Sichuan Energy Investment Zhongjiang Gas Power Generation Co Ltd; Sichuan Energy Investment Zhongjiang Gas Power Generation Co Ltd; Sichuan Energy Investment Zhongjiang Gas Power Generation Co Ltd; Sichuan Energy Investment Zhongjiang Gas Power Generation Co Ltd; Sichuan Energy Investment Zhongjiang Gas Power Generation Co Ltd; Sichuan Energy Investment Zhongjiang Gas Power Generation Co Ltd,Sichuan Development Holding Co Ltd [80.2%]; China Energy Engineering Corp Ltd [10.0%]; Zhongjiang Zhenxin Industry Development Group Co Ltd [5.0%]; China Construction Bank Corp [2.0%]; Agricultural Bank of China Ltd [1.4%]; Bank of China Ltd [1.4%],China,construction,2024,700,,MW,point,30.857,104.61,,https://www.gem.wiki/Sichuan_Deyang_Zhongjiang_power_station,construction_plus
Sichuan Deyang Zhongjiang power station,2,gas_power_plant,Sichuan Energy Investment Zhongjiang Gas Power Generation Co Ltd; Sichuan Energy Investment Zhongjiang Gas Power Generation Co Ltd; Sichuan Energy Investment Zhongjiang Gas Power Generation Co Ltd; Sichuan Energy Investment Zhongjiang Gas Power Generation Co Ltd; Sichuan Energy Investment Zhongjiang Gas Power Generation Co Ltd; Sichuan Energy Investment Zhongjiang Gas Power Generation Co Ltd,Sichuan Development Holding Co Ltd [80.2%]; China Energy Engineering Corp Ltd [10.0%]; Zhongjiang Zhenxin Industry Development Group Co Ltd [5.0%]; China Construction Bank Corp [2.0%]; Agricultural Bank of China Ltd [1.4%]; Bank of China Ltd [1.4%],China,construction,2025,700,,MW,point,30.857,104.61,,https://www.gem.wiki/Sichuan_Deyang_Zhongjiang_power_station,construction_plus
Sichuan Guangyuan Thermal power station,1,gas_power_plant,Sichuan Energy Investment Distributed Energy Systems Co Ltd; Sichuan Energy Investment Distributed Energy Systems Co Ltd; Sichuan Energy Investment Distributed Energy Systems Co Ltd,Sichuan Development Holding Co Ltd [73.2%]; Towngas China Group Ltd [24.4%],China,construction,2024,700,,MW,point,32.433,105.83,,https://www.gem.wiki/Sichuan_Guangyuan_Thermal_power_station,construction_plus
Sichuan Guangyuan Thermal power station,2,gas_power_plant,Sichuan Energy Investment Distributed Energy Systems Co Ltd; Sichuan Energy Investment Distributed Energy Systems Co Ltd; Sichuan Energy Investment Distributed Energy Systems Co Ltd,Sichuan Development Holding Co Ltd [73.2%]; Towngas China Group Ltd [24.4%],China,construction,2024,700,,MW,point,32.433,105.83,,https://www.gem.wiki/Sichuan_Guangyuan_Thermal_power_station,construction_plus
Sichuan Huaneng Wusheng power station,1,gas_power_plant,Sichuan Huaneng Hydropower Development Co Ltd; Sichuan Huaneng Hydropower Development Co Ltd,China Huaneng Group Co Ltd [51.0%]; Huaneng Power International Inc [49.0%],China,announced,,700,,MW,point,30.347,106.3,,https://www.gem.wiki/Sichuan_Huaneng_Wusheng_power_station,proposed_plus
Sichuan Huaneng Wusheng power station,2,gas_power_plant,Sichuan Huaneng Hydropower Development Co Ltd; Sichuan Huaneng Hydropower Development Co Ltd,China Huaneng Group Co Ltd [51.0%]; Huaneng Power International Inc [49.0%],China,announced,,700,,MW,point,30.347,106.3,,https://www.gem.wiki/Sichuan_Huaneng_Wusheng_power_station,proposed_plus
Sichuan Investment Group Dazhou Gas power station,1-1,gas_power_plant,Sichuan Chuantou Gas Power Generation Co Ltd,Sichuan Chuantou Gas Power Generation Co Ltd,China,operating,2015,350,,MW,point,31.115,107.48,,https://www.gem.wiki/Sichuan_Investment_Group_Dazhou_Gas_power_station,operating
Sichuan Investment Group Dazhou Gas power station,1-2,gas_power_plant,Sichuan Chuantou Gas Power Generation Co Ltd,Sichuan Chuantou Gas Power Generation Co Ltd,China,operating,2015,350,,MW,point,31.115,107.48,,https://www.gem.wiki/Sichuan_Investment_Group_Dazhou_Gas_power_station,operating
Sichuan Investment Group Dazhou Gas power station,2-1,gas_power_plant,Sichuan Chuantou Gas Power Generation Co Ltd,Sichuan Chuantou Gas Power Generation Co Ltd,China,construction,2024,741.21,,MW,point,31.115,107.48,,https://www.gem.wiki/Sichuan_Investment_Group_Dazhou_Gas_power_station,construction_plus
Sichuan Investment Group Dazhou Gas power station,2-2,gas_power_plant,Sichuan Chuantou Gas Power Generation Co Ltd,Sichuan Chuantou Gas Power Generation Co Ltd,China,construction,2024,741.21,,MW,point,31.115,107.48,,https://www.gem.wiki/Sichuan_Investment_Group_Dazhou_Gas_power_station,construction_plus
Sichuan Investment Group Ziyang power station,1-1,gas_power_plant,Sichuan Investment (Ziyang) Gas Power Generation Co Ltd,Chengdu Caihong Environmental Protection Technology Co Ltd,China,construction,2024,700,,MW,point,30.078,105.42,,https://www.gem.wiki/Sichuan_Investment_Group_Ziyang_power_station,construction_plus
Sichuan Investment Group Ziyang power station,1-2,gas_power_plant,Sichuan Investment (Ziyang) Gas Power Generation Co Ltd,Chengdu Caihong Environmental Protection Technology Co Ltd,China,construction,2024,700,,MW,point,30.078,105.42,,https://www.gem.wiki/Sichuan_Investment_Group_Ziyang_power_station,construction_plus
Sichuan Investment Group Ziyang power station,2-1,gas_power_plant,Sichuan Investment (Ziyang) Gas Power Generation Co Ltd,Chengdu Caihong Environmental Protection Technology Co Ltd,China,pre-construction,,700,,MW,point,30.078,105.42,,https://www.gem.wiki/Sichuan_Investment_Group_Ziyang_power_station,pre-construction
Sichuan Investment Group Ziyang power station,2-2,gas_power_plant,Sichuan Investment (Ziyang) Gas Power Generation Co Ltd,Chengdu Caihong Environmental Protection Technology Co Ltd,China,pre-construction,,700,,MW,point,30.078,105.42,,https://www.gem.wiki/Sichuan_Investment_Group_Ziyang_power_station,pre-construction
Sichuan Renshou Thermal power station,1,gas_power_plant,China Huaneng Group Corp Sichuan Branch,China Huaneng Group Co Ltd,China,announced,,600,,MW,point,29.995,104.13,,https://www.gem.wiki/Sichuan_Renshou_Thermal_power_station,proposed_plus
Sichuan Renshou Thermal power station,2,gas_power_plant,China Huaneng Group Corp Sichuan Branch,China Huaneng Group Co Ltd,China,announced,,600,,MW,point,29.995,104.13,,https://www.gem.wiki/Sichuan_Renshou_Thermal_power_station,proposed_plus
Sichuan Suining Anju Natural Gas power station,1-1,gas_power_plant,China Huadian Group Corp,China Huadian Group Corp,China,pre-construction,,700,,MW,point,30.352,105.45,,https://www.gem.wiki/Sichuan_Suining_Anju_Natural_Gas_power_station,pre-construction
Sichuan Suining Anju Natural Gas power station,1-2,gas_power_plant,China Huadian Group Corp,China Huadian Group Corp,China,pre-construction,,700,,MW,point,30.352,105.45,,https://www.gem.wiki/Sichuan_Suining_Anju_Natural_Gas_power_station,pre-construction
Sichuan Suining Anju Natural Gas power station,2-1,gas_power_plant,China Huadian Group Corp,China Huadian Group Corp,China,announced,,600,,MW,point,30.352,105.45,,https://www.gem.wiki/Sichuan_Suining_Anju_Natural_Gas_power_station,proposed_plus
Sichuan Suining Anju Natural Gas power station,2-2,gas_power_plant,China Huadian Group Corp,China Huadian Group Corp,China,announced,,600,,MW,point,30.352,105.45,,https://www.gem.wiki/Sichuan_Suining_Anju_Natural_Gas_power_station,proposed_plus
Sikalbaha Peaking power station,1,gas_power_plant,Bangladesh Power Development Board (BPDB),Bangladesh Power Development Board (BPDB),Bangladesh,operating,2010,150,,MW,point,22.324,91.863,,https://www.gem.wiki/Sikalbaha_Peaking_power_station,operating
Sikalbaha power station,1,gas_power_plant,Bangladesh Power Development Board (BPDB),Bangladesh Power Development Board (BPDB),Bangladesh,operating,2017,225,,MW,point,22.324,91.863,,https://www.gem.wiki/Sikalbaha_power_station,operating
Singapore Chemical power station,1,gas_power_plant,ExxonMobil Corp,ExxonMobil Corp,Singapore,operating,,360,,MW,point,1.268,103.69,,https://www.gem.wiki/Singapore_Chemical_power_station,operating
Singapore Chemical power station,2,gas_power_plant,ExxonMobil Corp,ExxonMobil Corp,Singapore,operating,2017,84,,MW,point,1.268,103.69,,https://www.gem.wiki/Singapore_Chemical_power_station,operating
Sirajgonj power station,1,gas_power_plant,North-West Power Generation Co Ltd,North-West Power Generation Co Ltd,Bangladesh,operating,2014,225,,MW,point,24.386,89.743,,https://www.gem.wiki/Sirajgonj_power_station,operating
